ticket_id,created_date,resolved_date,first_response_date,category,priority,status,department_id,agent_id,reopened_flag,resolution_notes
1735,2025-12-18 15:30:35,2025-12-19 05:04:13,2025-12-18 20:26:09,Hardware,Medium,Resolved,6,5,0,Debitis sapiente doloremque reprehenderit explicabo maiores.
1736,2024-01-25 13:52:30,2024-01-25 22:37:07,2024-01-25 14:56:15,Network,High,Resolved,2,7,0,Voluptates eveniet perferendis beatae sapiente iste.
1737,2025-06-13 15:41:32,2025-06-13 19:23:22,2025-06-13 16:12:01,Software,High,Resolved,4,1,0,Quo nulla quisquam.
1738,2024-09-08 14:34:36,2024-09-09 03:45:23,2024-09-08 16:22:34,Other,High,Resolved,2,7,0,Tenetur dolor deleniti natus assumenda.
1739,2024-08-01 10:30:48,2024-08-09 08:27:01,2024-08-01 14:29:37,Other,Medium,Resolved,1,7,0,Laudantium unde harum occaecati dolore ab.
1740,2025-06-20 10:06:06,2025-06-21 06:09:50,2025-06-20 11:52:16,Access,Medium,Resolved,1,12,0,Architecto ab nemo.
1741,2025-01-12 09:09:31,2025-01-14 14:20:33,2025-01-12 15:17:56,Software,Low,Resolved,2,8,0,Est nulla ipsum cum.
1742,2025-02-24 11:28:32,2025-02-25 00:16:52,2025-02-24 11:42:36,Software,High,Resolved,7,12,0,Animi unde iste exercitationem.
1743,2024-05-12 19:26:20,2024-05-14 04:12:49,2024-05-13 10:38:55,Software,Low,Resolved,8,7,0,Molestiae adipisci necessitatibus quam quia nihil soluta.
1744,2025-09-03 18:47:20,2025-09-04 03:19:57,2025-09-03 21:57:41,Access,Medium,Resolved,5,7,0,Dolor dignissimos modi veniam itaque.
1745,2025-11-03 12:00:11,2025-11-03 18:38:14,2025-11-03 12:45:17,Hardware,High,Resolved,8,1,0,Laudantium fugiat nostrum ex.
1746,2024-04-29 17:18:44,2024-04-30 04:08:18,2024-04-29 23:56:09,Network,Medium,Resolved,1,17,0,Enim velit eveniet aliquid tempora nemo sed non.
1747,2024-09-05 11:41:46,2024-09-06 04:59:05,2024-09-05 14:23:34,Access,Medium,Resolved,8,9,1,Recusandae reprehenderit nulla beatae.
1748,2024-07-20 13:14:42,2024-07-21 05:43:11,2024-07-20 23:04:08,Hardware,Low,Resolved,8,7,0,Placeat quaerat quod pariatur.
1749,2024-02-20 17:46:43,2024-02-20 21:08:46,2024-02-20 20:57:41,Network,Medium,Resolved,2,9,0,Numquam distinctio nisi consectetur qui asperiores.
1750,2025-11-22 14:01:50,2025-11-24 05:35:05,2025-11-22 18:54:52,Network,Low,Resolved,5,16,0,Non hic similique consequuntur necessitatibus.
1751,2024-09-16 14:18:57,2024-09-27 10:05:06,2024-09-16 16:54:26,Software,Low,Closed,1,12,0,Explicabo quisquam praesentium neque ipsam consectetur veritatis.
1752,2025-09-28 12:55:05,2025-10-06 19:24:59,2025-09-29 22:36:48,Other,Low,Resolved,3,1,0,Accusamus dignissimos voluptatum error dolorum eligendi laudantium.
1753,2026-01-02 15:45:41,2026-01-04 14:00:37,2026-01-02 21:24:29,Hardware,Low,Closed,1,17,0,Nesciunt occaecati ex voluptatem.
1754,2024-03-03 12:04:22,2024-03-04 08:34:04,2024-03-03 16:55:56,Software,Low,Resolved,3,11,0,Laboriosam quas sunt eum quibusdam ab unde.
1755,2024-11-23 12:03:12,2024-11-24 01:39:04,2024-11-23 13:53:05,Hardware,Medium,Resolved,1,11,1,Iste dolor accusamus adipisci.
1756,2025-09-14 09:56:29,2025-09-14 14:31:05,2025-09-14 10:59:41,Access,Medium,Closed,4,18,0,Alias iusto sequi aperiam natus placeat.
1757,2025-02-02 13:51:33,2025-02-02 19:31:11,2025-02-02 16:36:49,Hardware,Medium,Resolved,4,15,0,Inventore possimus voluptates.
1758,2024-02-12 15:55:01,2024-02-14 18:17:56,2024-02-12 17:08:44,Software,Low,Resolved,1,3,0,Consequatur animi amet.
1759,2024-09-09 12:15:15,2024-09-09 20:35:53,2024-09-09 14:45:51,Network,Medium,Resolved,6,1,0,Ratione autem iure sunt.
1760,2024-02-14 09:21:34,2024-02-16 00:06:15,2024-02-15 07:27:32,Access,Low,Resolved,4,7,0,Explicabo modi similique modi autem rerum.
1761,2025-04-18 10:48:24,2025-04-19 20:54:43,2025-04-18 13:48:06,Software,Medium,Closed,5,3,0,Occaecati odio accusantium fugit qui tenetur.
1762,2024-11-03 13:15:00,2024-11-03 15:48:45,2024-11-03 16:36:22,Access,Medium,Resolved,1,18,0,Laborum consequuntur itaque.
1763,2024-08-17 14:45:54,2024-08-18 07:18:29,2024-08-18 00:56:26,Hardware,Medium,Resolved,4,4,0,Aliquam facere exercitationem deserunt veritatis iure ipsam.
1764,2025-05-31 18:12:00,,2025-05-31 19:34:08,Access,Critical,Open,4,1,0,
1765,2024-10-29 15:31:13,2024-10-31 18:16:59,2024-10-29 16:55:17,Access,Low,Resolved,3,15,0,Veritatis rerum minima autem sit nisi minus mollitia.
1766,2024-05-03 15:37:40,2024-05-04 08:47:08,2024-05-03 17:29:04,Software,Medium,Resolved,6,13,0,Ratione cum at eum nihil eaque sequi quis.
1767,2024-08-28 11:49:17,2024-08-28 18:13:31,2024-08-28 15:22:40,Hardware,Medium,Resolved,3,3,0,Impedit eius labore.
1768,2024-07-24 18:11:08,2024-07-25 10:17:22,2024-07-24 20:03:11,Access,Medium,Resolved,6,7,0,Quasi aliquid quam quis.
1769,2026-02-19 10:31:50,,2026-02-19 14:14:20,Network,High,Open,8,4,0,
1770,2024-01-10 08:02:08,,2024-01-10 10:20:55,Software,Medium,Open,6,15,0,
1771,2024-07-27 11:18:32,2024-07-27 22:04:18,2024-07-27 15:40:35,Network,High,Resolved,4,1,0,Tenetur veniam voluptas cumque debitis tempora animi assumenda.
1772,2025-12-28 14:26:40,2025-12-28 17:03:33,2025-12-28 14:47:27,Software,High,Reopened,7,1,1,Eveniet autem veniam minus adipisci odit dolorum.
1773,2025-11-04 13:23:09,2025-11-04 14:12:12,2025-11-04 15:10:02,Access,High,Resolved,4,19,0,Necessitatibus ab iure velit distinctio.
1774,2025-12-06 17:43:42,2025-12-07 07:32:30,2025-12-06 20:39:21,Hardware,Medium,Resolved,5,7,0,Voluptate laudantium nisi provident illum dolor vitae.
1775,2024-08-01 16:31:56,2024-08-04 03:26:49,2024-08-01 18:36:01,Hardware,Low,Resolved,1,7,0,Laudantium quibusdam quisquam alias error voluptatem.
1776,2025-01-25 14:48:53,2025-01-26 09:40:41,2025-01-25 20:08:00,Access,High,Resolved,1,19,0,Mollitia sunt provident doloremque pariatur soluta animi sed.
1777,2024-01-04 16:19:54,2024-01-07 09:15:47,2024-01-04 23:13:24,Access,Low,Resolved,1,8,0,Iste ex tempora quam eaque numquam.
1778,2025-10-01 15:39:47,2025-10-12 21:51:42,2025-10-01 18:00:52,Software,Low,Resolved,6,14,1,Vel et harum eum modi similique reprehenderit.
1779,2024-03-25 10:08:43,2024-03-26 14:57:30,2024-03-25 12:00:49,Network,Medium,Resolved,3,19,1,Voluptatem sed aliquid quibusdam veniam voluptatibus cupiditate.
1780,2024-12-21 18:14:04,2025-01-02 04:36:00,2024-12-22 01:54:29,Other,Low,Closed,1,18,0,Et nihil earum beatae maxime.
1781,2024-07-26 14:39:32,2024-07-26 23:20:24,2024-07-26 15:32:03,Software,High,Resolved,4,10,0,Quo error occaecati repellat perspiciatis.
1782,2024-01-30 16:06:25,2024-01-31 11:02:27,2024-01-30 19:17:24,Access,Medium,Resolved,5,3,0,Corporis commodi ducimus eaque minima et odit delectus.
1783,2024-08-29 13:33:57,2024-08-30 17:28:03,2024-08-29 15:15:02,Network,Medium,Resolved,1,6,0,Dignissimos consequuntur eveniet suscipit.
1784,2025-12-08 14:36:44,2025-12-09 07:34:49,2025-12-08 16:46:23,Access,Medium,Resolved,4,11,0,Rerum nesciunt delectus fugiat.
1785,2024-01-01 13:37:37,2024-01-02 04:20:00,2024-01-01 15:33:49,Software,Medium,Resolved,4,3,0,Modi veniam asperiores commodi numquam perferendis possimus.
1786,2024-10-30 08:53:12,,2024-10-30 15:33:53,Other,Medium,In Progress,6,1,0,
1787,2025-03-27 10:49:24,,2025-03-27 12:24:14,Network,High,Open,1,19,0,
1788,2024-04-05 14:28:05,2024-04-06 02:45:37,2024-04-05 17:34:43,Network,Low,Resolved,2,2,0,Ad sit ratione blanditiis.
1789,2025-12-21 15:33:28,2025-12-21 21:05:34,2025-12-21 20:28:12,Network,Low,Closed,3,2,0,Vel porro sunt nulla sunt maiores.
1790,2024-06-02 12:00:04,2024-06-02 16:42:58,2024-06-02 15:30:07,Network,Medium,Resolved,5,6,0,Amet saepe soluta veniam dolorem.
1791,2024-06-14 11:12:26,2024-06-14 16:48:56,2024-06-14 12:05:40,Network,Low,Reopened,5,1,1,Nobis minima expedita voluptatum quibusdam.
1792,2024-05-19 16:50:11,,2024-05-19 19:10:02,Other,Medium,In Progress,4,19,0,
1793,2024-10-22 19:44:51,2024-10-24 03:55:03,2024-10-23 02:36:07,Software,Low,Reopened,5,9,1,Vitae blanditiis reprehenderit dolor qui rem ipsam.
1794,2025-05-22 11:46:24,2025-05-23 13:51:15,2025-05-22 12:52:25,Network,Medium,Resolved,1,9,0,Numquam error dolore repellendus.
1795,2025-07-16 19:42:52,2025-07-18 19:23:20,2025-07-17 01:32:54,Software,Low,Resolved,4,9,0,Eum accusamus repellat hic ipsa minima eum.
1796,2025-11-01 14:27:40,2025-11-04 14:36:04,2025-11-01 16:31:02,Hardware,Medium,Resolved,4,13,0,Iure voluptas adipisci quos sapiente fuga eius.
1797,2025-01-08 14:00:59,2025-01-09 11:44:16,2025-01-08 15:16:02,Network,High,Resolved,6,20,0,Et quia laudantium explicabo ipsa aut.
1798,2025-09-03 15:55:34,2025-09-03 22:04:31,2025-09-03 16:36:09,Hardware,Critical,Resolved,6,2,0,Quaerat optio ipsum repudiandae tempore aliquam sunt.
1799,2024-02-22 13:17:11,2024-03-09 05:23:16,2024-02-22 23:16:02,Other,Low,Resolved,6,15,0,Atque aliquid rem dicta reiciendis eos expedita quasi.
1800,2025-10-12 16:22:42,2025-10-13 06:20:22,2025-10-12 17:51:02,Network,Medium,Reopened,2,3,1,Tempora aut veritatis possimus quasi officiis magni.
1801,2024-05-15 15:40:00,,2024-05-15 17:09:56,Software,Medium,In Progress,5,4,0,
1802,2025-04-20 14:49:43,2025-04-21 08:00:58,2025-04-20 17:39:20,Access,Medium,Resolved,7,20,0,Neque repellendus placeat at officiis.
1803,2024-05-25 11:22:36,2024-05-28 02:01:50,2024-05-25 13:07:48,Hardware,Low,Resolved,1,15,0,Eveniet porro aliquid nobis distinctio.
1804,2024-12-18 10:03:33,2024-12-18 15:39:33,2024-12-18 10:48:24,Software,High,Resolved,1,12,1,Animi sapiente quo quidem sed.
1805,2025-09-10 16:40:05,2025-09-11 21:19:51,2025-09-10 18:12:43,Network,Medium,Closed,1,10,1,Non eius omnis fugiat similique.
1806,2026-02-22 13:30:11,2026-02-23 01:25:19,2026-02-22 15:17:57,Network,High,Resolved,4,3,0,Maxime rerum nam culpa sit.
1807,2025-03-09 15:48:55,2025-03-09 19:37:17,2025-03-09 16:51:23,Access,High,Resolved,1,1,0,Amet illo aperiam aut eveniet voluptas doloremque.
1808,2025-08-26 14:03:27,,2025-08-26 15:12:49,Network,High,In Progress,7,1,0,
1809,2025-05-20 18:19:21,2025-05-21 05:42:46,2025-05-20 19:07:21,Hardware,Medium,Resolved,5,5,0,Praesentium nisi hic fugiat sint.
1810,2024-04-12 18:48:13,2024-04-13 02:42:38,2024-04-12 19:29:50,Software,High,Resolved,6,17,0,Eius cupiditate assumenda.
1811,2024-02-28 10:38:52,2024-02-28 16:39:21,2024-02-28 12:00:12,Software,High,Resolved,1,18,0,Alias ut quaerat porro qui.
1812,2025-03-28 12:11:38,,2025-03-28 12:51:58,Hardware,Medium,Open,5,9,0,
1813,2024-11-02 11:56:39,2024-11-04 12:39:00,2024-11-02 16:59:48,Software,Low,Resolved,1,7,0,Quas excepturi iusto architecto qui odit.
1814,2024-01-17 13:43:37,2024-01-18 22:49:27,2024-01-17 17:02:16,Hardware,Medium,Resolved,4,3,0,Ut praesentium repellendus inventore quasi.
1815,2025-12-02 14:47:03,2025-12-04 14:48:01,2025-12-02 15:58:19,Access,Medium,Resolved,7,1,0,Eligendi voluptas voluptate asperiores velit sit.
1816,2025-04-16 13:30:07,2025-04-17 04:31:28,2025-04-16 22:47:32,Access,Medium,Resolved,4,16,0,Doloremque tempore odio ratione soluta perspiciatis.
1817,2025-01-17 17:03:16,2025-01-19 13:45:54,2025-01-17 23:01:07,Hardware,Low,Resolved,1,7,0,Sequi autem numquam maxime.
1818,2026-02-01 18:40:22,2026-02-02 21:30:04,2026-02-01 23:20:14,Access,High,Resolved,2,13,0,Laboriosam magnam sequi natus asperiores quos.
1819,2024-10-06 13:44:29,2024-10-07 11:46:14,2024-10-06 14:37:11,Network,High,Resolved,1,5,0,Tenetur officia sit atque amet cum.
1820,2025-11-11 10:11:04,2025-11-16 15:42:10,2025-11-12 03:16:33,Hardware,Low,Resolved,1,3,0,Amet autem molestias dicta dolorem vero.
1821,2024-06-22 12:15:11,2024-06-26 01:00:09,2024-06-22 14:58:07,Hardware,Medium,Resolved,1,13,0,Eum aperiam est ratione.
1822,2025-08-01 15:43:05,2025-08-02 21:31:32,2025-08-02 01:48:39,Network,Medium,Resolved,8,20,0,Hic praesentium corrupti ratione.
1823,2024-02-17 09:22:08,2024-02-19 12:25:26,2024-02-17 11:13:49,Hardware,Medium,Resolved,1,3,0,Architecto libero eligendi voluptas sit.
1824,2025-10-31 15:53:38,2025-11-01 13:52:08,2025-10-31 17:30:19,Software,High,Resolved,4,3,0,Quasi exercitationem consectetur voluptatum officia.
1825,2025-01-05 12:23:26,2025-01-06 05:46:17,2025-01-05 14:09:34,Hardware,Medium,Resolved,3,20,0,Hic eos sint molestias consequuntur nemo enim.
1826,2025-12-05 16:32:32,2025-12-06 01:39:39,2025-12-05 21:33:45,Software,High,Closed,4,13,0,Aspernatur veniam error aut porro aut nulla vitae.
1827,2024-01-26 12:31:13,2024-01-26 20:24:14,2024-01-26 12:47:41,Software,High,Closed,7,10,0,Ullam vel at unde.
1828,2024-10-22 15:04:19,2024-10-26 01:18:14,2024-10-22 15:28:28,Software,Medium,Reopened,3,7,1,Distinctio officia at assumenda sapiente.
1829,2025-03-02 16:43:19,2025-03-02 22:09:41,2025-03-02 18:49:26,Network,Medium,Resolved,2,7,0,In non cumque voluptate neque quasi est.
1830,2024-09-13 13:24:34,2024-09-13 19:21:51,2024-09-13 17:44:13,Other,Medium,Closed,4,1,0,Neque quam rerum accusantium veritatis tempore ad.
1831,2025-05-13 15:58:41,2025-05-14 08:47:59,2025-05-13 16:57:27,Software,Medium,Reopened,5,3,1,Laborum amet unde nam temporibus nobis facilis facilis.
1832,2025-08-31 10:41:10,2025-08-31 18:39:11,2025-08-31 12:17:17,Software,Critical,Resolved,3,1,0,Aspernatur magnam ab distinctio dolorum eos.
1833,2024-06-23 10:10:17,,2024-06-23 13:02:38,Software,Medium,In Progress,1,15,0,
1834,2025-05-06 12:28:33,2025-05-06 19:35:47,2025-05-06 15:05:56,Network,Low,Resolved,6,19,0,Corrupti officiis tenetur vero velit laborum.
1835,2024-05-18 10:07:07,2024-05-21 06:12:23,2024-05-18 11:31:33,Software,Low,Resolved,6,12,0,Id sed molestias ipsum consequuntur id reiciendis aliquid.
1836,2024-01-10 13:31:13,2024-01-10 16:26:07,2024-01-10 14:13:24,Network,Medium,Resolved,8,14,0,Quidem modi nulla dicta maxime non labore.
1837,2025-01-10 17:28:52,2025-01-14 06:05:42,2025-01-10 20:48:19,Access,Medium,Resolved,4,14,0,Iure dolor necessitatibus nihil.
1838,2025-12-07 15:41:37,,2025-12-07 15:57:33,Access,Critical,Open,4,2,0,
1839,2025-03-12 19:22:12,,2025-03-12 19:45:46,Access,High,Open,2,7,0,
1840,2025-09-20 17:21:17,2025-09-21 13:18:53,2025-09-20 22:27:32,Network,Low,Resolved,1,2,0,Excepturi cum asperiores nihil et.
1841,2025-05-30 11:44:26,2025-06-03 06:52:28,2025-05-30 20:55:00,Other,Low,Resolved,2,19,0,Placeat aut autem libero ducimus.
1842,2025-10-09 10:58:20,2025-10-11 23:54:57,2025-10-09 16:15:20,Access,Low,Resolved,1,3,0,Quia minus necessitatibus rerum debitis.
1843,2024-09-17 16:55:26,2024-09-19 00:18:28,2024-09-17 20:19:16,Access,Low,Resolved,1,6,0,Nemo eum occaecati doloribus exercitationem.
1844,2024-09-24 12:06:52,2024-10-04 11:38:50,2024-09-24 17:52:50,Software,Low,Resolved,2,3,0,Quam provident cupiditate laudantium ipsum veritatis.
1845,2025-02-13 14:47:21,2025-02-14 01:19:07,2025-02-13 17:02:34,Network,Medium,Resolved,4,12,1,Velit expedita labore ratione repudiandae nobis.
1846,2026-02-06 14:55:11,2026-02-06 18:37:58,2026-02-06 17:45:11,Access,Medium,Resolved,5,11,0,Facere praesentium inventore praesentium.
1847,2024-08-08 19:30:12,2024-08-09 07:39:28,2024-08-09 00:49:32,Other,Medium,Reopened,4,3,1,Eum quis at ipsa quisquam dolores.
1848,2024-05-15 15:41:10,2024-05-17 19:46:39,2024-05-15 16:52:43,Access,Low,Resolved,1,8,0,Numquam laborum cum tempora nisi.
1849,2024-11-11 18:06:57,,2024-11-11 20:17:04,Network,Medium,Open,2,10,0,
1850,2025-11-15 08:44:17,,2025-11-15 11:47:04,Software,Low,In Progress,3,10,0,
1851,2025-11-15 15:27:42,2025-11-16 06:30:37,2025-11-15 16:51:00,Hardware,Medium,Resolved,8,7,0,Aspernatur deserunt eos voluptatem voluptate possimus vitae.
1852,2024-07-16 13:20:19,2024-07-16 18:40:36,2024-07-16 18:59:38,Access,High,Resolved,7,20,0,Eius facere ad quidem officia maxime magnam.
1853,2024-03-13 08:12:20,2024-03-13 18:23:25,2024-03-13 19:52:38,Software,Medium,Resolved,1,6,0,Repudiandae amet tenetur dolore sunt atque.
1854,2025-03-09 14:49:10,2025-03-09 17:33:02,2025-03-09 16:57:11,Software,Medium,Closed,1,3,0,Deleniti culpa aliquam.
1855,2024-08-24 16:19:08,2024-08-24 22:49:51,2024-08-24 18:21:30,Software,Medium,Resolved,1,3,0,Aliquid quisquam nemo deserunt aperiam officia.
1856,2025-06-13 14:14:15,2025-06-15 22:12:40,2025-06-13 17:31:32,Software,Medium,Resolved,1,17,0,Nam consequatur officia expedita blanditiis veritatis.
1857,2024-10-21 10:15:46,2024-10-21 11:41:03,2024-10-21 12:06:07,Network,Medium,Resolved,5,3,0,Nisi adipisci inventore.
1858,2024-06-16 19:54:35,2024-06-17 01:02:47,2024-06-17 03:01:01,Network,Low,Resolved,7,20,0,Officiis ut deserunt fugit excepturi in.
1859,2025-09-11 17:27:18,2025-09-11 23:57:49,2025-09-11 18:40:57,Software,Medium,Resolved,1,13,1,Commodi dicta magni modi maiores consectetur atque.
1860,2025-08-29 16:21:17,2025-08-30 14:23:50,2025-08-29 18:42:30,Hardware,Medium,Resolved,4,10,0,Quia cupiditate fugit saepe quia porro debitis.
1861,2025-08-26 14:37:16,2025-08-30 03:44:15,2025-08-26 17:47:38,Software,Medium,Resolved,1,1,0,Ipsum error molestiae expedita.
1862,2024-03-25 09:48:13,,2024-03-25 10:37:52,Access,High,Open,8,15,0,
1863,2026-01-15 12:41:21,2026-01-16 05:01:27,2026-01-15 15:12:29,Hardware,Medium,Resolved,4,1,0,Officiis recusandae similique dolor.
1864,2025-12-11 11:23:39,2025-12-12 19:35:45,2025-12-11 18:00:49,Access,Low,Resolved,5,9,0,Nostrum fugiat tenetur odit mollitia voluptate nulla.
1865,2024-08-22 13:19:02,2024-08-23 10:04:01,2024-08-22 15:13:35,Hardware,Medium,Closed,8,18,0,Aliquam eveniet quam quaerat nisi.
1866,2024-05-07 12:02:54,2024-05-07 15:25:18,2024-05-07 12:42:46,Hardware,Critical,Resolved,8,18,0,Totam maiores blanditiis hic.
1867,2024-03-14 14:48:48,2024-03-17 04:16:24,2024-03-14 17:59:29,Software,Medium,Resolved,5,14,0,Maiores eligendi et debitis temporibus harum ab.
1868,2026-01-07 17:01:49,2026-01-17 13:51:41,2026-01-08 00:01:04,Hardware,Low,Resolved,4,20,0,Illo consectetur iusto quia nemo.
1869,2025-05-30 17:09:58,2025-05-31 14:51:04,2025-05-30 23:12:34,Access,Medium,Resolved,4,16,0,Eaque laboriosam reprehenderit inventore doloribus.
1870,2024-08-08 11:43:18,2024-08-09 03:52:36,2024-08-08 14:25:17,Software,Medium,Resolved,4,13,0,Sint hic impedit.
1871,2024-08-15 13:43:26,2024-08-16 01:31:40,2024-08-15 16:57:31,Hardware,Medium,Resolved,6,1,0,Adipisci autem iure praesentium harum necessitatibus accusamus.
1872,2024-06-26 15:56:08,2024-06-28 05:01:28,2024-06-26 22:30:23,Software,Low,Resolved,4,2,0,Porro iusto tempora ipsam quibusdam fuga minima.
1873,2025-05-22 19:54:23,2025-05-24 11:03:10,2025-05-22 20:44:56,Network,Medium,Resolved,5,17,0,Repellat repellendus quia magni architecto in eaque.
1874,2024-01-29 19:50:15,,2024-01-29 20:18:34,Software,Medium,Open,4,9,0,
1875,2024-12-29 09:38:28,2024-12-29 23:23:06,2024-12-29 10:10:25,Software,High,Resolved,1,7,0,Quidem at nihil maiores recusandae.
1876,2025-08-07 17:47:02,2025-08-08 15:44:20,2025-08-07 20:29:43,Access,Medium,Resolved,3,8,0,Maiores error quisquam.
1877,2025-11-03 13:15:21,2025-11-06 13:05:29,2025-11-03 14:45:43,Other,Low,Resolved,8,3,0,Ea veritatis occaecati corrupti.
1878,2024-02-07 12:01:54,2024-02-07 20:02:28,2024-02-07 17:39:13,Other,Medium,Resolved,1,10,0,Eum amet magni velit sequi natus.
1879,2025-09-04 14:37:47,2025-09-05 01:13:34,2025-09-04 17:25:34,Software,Medium,Resolved,1,11,0,Quae omnis sapiente quis quis quidem.
1880,2026-01-17 12:28:27,2026-01-18 09:35:23,2026-01-17 15:04:13,Other,Medium,Resolved,6,16,0,Itaque perspiciatis earum.
1881,2025-01-27 14:09:45,2025-01-30 18:13:12,2025-01-27 14:36:58,Access,Medium,Resolved,3,20,0,Natus aperiam provident repudiandae voluptas quia quisquam.
1882,2025-12-09 11:46:11,2025-12-09 14:31:24,2025-12-09 13:18:38,Network,High,Resolved,4,1,0,Ipsa recusandae molestias earum doloribus veniam est.
1883,2024-03-09 11:22:04,2024-03-09 13:29:19,2024-03-09 12:57:21,Software,High,Resolved,3,3,0,Facilis vel placeat.
1884,2026-01-28 14:10:16,2026-01-31 02:50:43,2026-01-28 16:46:33,Software,Low,Resolved,7,3,0,Aperiam placeat officiis magni blanditiis numquam molestiae.
1885,2026-01-09 11:32:30,,2026-01-09 18:15:57,Network,Low,Open,8,14,0,
1886,2024-04-07 11:13:58,,2024-04-07 12:29:20,Software,Medium,In Progress,1,7,0,
1887,2024-11-21 14:05:22,2024-11-22 05:11:27,2024-11-21 16:03:14,Software,Medium,Resolved,4,6,0,Ipsum maiores temporibus facere culpa sed fuga officiis.
1888,2025-08-14 14:45:56,,2025-08-14 17:40:45,Network,Low,Open,8,18,0,
1889,2024-04-23 13:22:48,2024-04-24 11:27:36,2024-04-23 14:25:55,Network,High,Reopened,1,19,1,Repudiandae hic nihil sequi fugiat.
1890,2026-02-22 09:03:12,,2026-02-22 10:13:26,Other,Critical,Open,2,9,0,
1891,2024-06-09 10:38:56,2024-06-11 10:06:28,2024-06-09 13:24:09,Software,Medium,Resolved,7,2,0,Dolorem tempora nulla cupiditate quos ipsum.
1892,2024-07-16 12:05:18,2024-07-16 13:09:12,2024-07-16 13:38:48,Access,High,Reopened,2,12,1,Eveniet rerum unde iure asperiores eum veniam.
1893,2024-03-01 16:18:00,2024-03-02 00:52:58,2024-03-01 19:32:29,Software,Medium,Resolved,5,1,0,Provident fuga hic accusantium beatae recusandae.
1894,2024-11-23 13:47:53,2024-11-23 15:15:58,2024-11-23 14:53:29,Access,High,Reopened,7,10,1,Nobis quis quo recusandae ut necessitatibus adipisci maiores.
1895,2025-02-20 18:54:57,2025-02-20 23:19:54,2025-02-20 19:39:31,Software,Critical,Resolved,2,7,0,Explicabo doloribus ipsa non nemo perferendis debitis omnis.
1896,2025-01-24 15:05:01,,2025-01-24 17:29:02,Access,Low,Open,6,5,0,
1897,2025-07-02 10:52:32,2025-07-02 20:53:03,2025-07-02 12:33:44,Other,High,Resolved,1,12,0,Blanditiis ipsam doloribus autem.
1898,2024-05-29 08:12:40,2024-05-29 23:31:53,2024-05-29 16:55:59,Software,Medium,Resolved,8,1,0,Voluptatibus quod dolore.
1899,2025-10-10 12:08:48,2025-10-10 20:00:00,2025-10-10 23:50:38,Hardware,Medium,Resolved,1,1,0,Repellat nam nostrum animi optio assumenda at.
1900,2025-05-20 15:16:51,2025-05-23 16:24:17,2025-05-20 16:16:36,Hardware,Medium,Closed,1,3,0,Eum aspernatur consectetur excepturi adipisci rem.
1901,2025-10-19 08:59:09,2025-10-20 15:58:37,2025-10-19 10:27:40,Other,Low,Closed,4,2,0,Esse ipsam vero.
1902,2025-01-02 17:56:30,,2025-01-02 18:53:26,Other,Medium,Open,8,2,0,
1903,2026-01-16 14:21:27,2026-01-19 04:00:25,2026-01-16 17:26:55,Software,Medium,Resolved,1,3,0,Provident sunt repellat inventore.
1904,2025-06-04 18:28:46,2025-06-04 21:56:59,2025-06-04 19:38:23,Access,Medium,Resolved,5,20,0,Inventore quasi aliquam architecto rem laborum voluptatem.
1905,2024-05-21 17:01:56,,2024-05-21 20:17:38,Hardware,High,Open,6,3,0,
1906,2026-02-10 13:56:05,2026-02-11 04:18:24,2026-02-10 16:38:31,Access,Medium,Resolved,1,3,0,Impedit occaecati iste dolor iusto laboriosam blanditiis.
1907,2024-11-26 15:35:10,2024-11-27 05:54:25,2024-11-26 21:33:46,Other,Medium,Closed,2,4,0,Sit quis perferendis error suscipit.
1908,2025-07-28 11:22:56,2025-07-28 13:56:30,2025-07-28 12:29:22,Hardware,Medium,Resolved,4,19,0,Quaerat aliquid placeat placeat rem.
1909,2025-06-06 16:25:52,,2025-06-06 17:18:31,Network,Medium,In Progress,4,13,0,
1910,2025-11-10 18:34:42,2025-11-16 02:18:57,2025-11-11 00:14:35,Hardware,Low,Resolved,4,7,0,Reiciendis dolorum deleniti autem modi.
1911,2025-03-23 17:32:21,2025-03-24 02:32:51,2025-03-23 19:32:48,Access,Medium,Resolved,7,14,0,Ab possimus excepturi est.
1912,2025-05-06 19:46:17,,2025-05-06 21:51:20,Network,Low,In Progress,4,1,0,
1913,2024-12-18 15:45:21,2024-12-18 16:41:02,2024-12-18 16:41:15,Network,High,Resolved,4,9,0,Soluta sunt laborum mollitia animi cum quas laboriosam.
1914,2025-06-23 13:56:59,2025-06-23 21:49:17,2025-06-23 16:19:47,Hardware,Medium,Resolved,6,4,0,Similique blanditiis praesentium cum soluta ut corporis.
1915,2024-11-21 09:22:49,2024-11-21 11:05:18,2024-11-21 10:32:25,Network,Medium,Closed,1,17,0,Rerum quod ullam sapiente laboriosam.
1916,2024-12-25 15:52:11,2024-12-25 17:50:35,2024-12-25 16:35:36,Hardware,High,Resolved,6,3,0,Omnis doloremque aut facilis provident ipsa facere voluptatum.
1917,2024-05-09 14:48:34,2024-05-09 17:20:12,2024-05-09 15:53:40,Access,High,Resolved,6,16,0,Dolorum voluptates doloribus ipsam voluptatibus minus.
1918,2024-02-20 18:51:40,2024-02-23 07:20:01,2024-02-20 23:12:13,Access,Low,Resolved,2,7,0,Eius optio sapiente numquam architecto aliquam.
1919,2024-09-04 13:56:33,2024-09-05 06:34:55,2024-09-04 17:24:36,Software,Low,Resolved,4,11,0,Harum possimus sit odio.
